Symbol,Name,MarketCap,Sector,Industry,Year,Date,Median_Quote,Median_Q_Growth,ROE,ROE_5Y,DEratio,DEratio_5Y,Profit_Margin,Profit_Margin_5Y,PEratio,Revenue_Growth
ALNY,"Alnylam Pharmaceuticals, Inc.",12454862279.08,Health Care,Major Pharmaceuticals,2015,2015-12-31,62.68,-0.6774091097638801,-0.2293585743496158,-0.44474493903945567,0,0,-7.058,-3.6728,-18.168115942028983,-0.1872
ALNY,"Alnylam Pharmaceuticals, Inc.",12454862279.08,Health Care,Major Pharmaceuticals,2014,2014-12-31,105.14000300000001,0.3315103862038125,-0.38492759009983263,-0.45387439333146457,0,0,-7.128,-2.3482,-21.678351134020623,0.072
ALNY,"Alnylam Pharmaceuticals, Inc.",12454862279.08,Health Care,Major Pharmaceuticals,2013,2013-12-31,70.10499949999999,0.4829184757358139,-0.3300388019841167,-0.43037130163128,0,0,-1.892,-1.0171999999999999,-48.348275517241376,-0.2931
ALNY,"Alnylam Pharmaceuticals, Inc.",12454862279.08,Health Care,Major Pharmaceuticals,2012,2012-12-31,34.415001000000004,0.6213860345376715,-0.7908364602060379,-0.3903365777217789,0,0,-1.589,-0.6934,-16.31042701421801,-0.1937
ALNY,"Alnylam Pharmaceuticals, Inc.",12454862279.08,Health Care,Major Pharmaceuticals,2011,2011-12-31,13.01,0.27747886241352804,-0.4885632685576752,-0.31799230945949164,0,0.00678,-0.697,-0.7114,-9.566176470588234,-0.1728
AABA,Altaba Inc.,61389744399.72,Technology,EDP Services,2016,2016-12-31,52.630001,0.2831084783752902,-0.0069026070585913365,0.08252660291288617,0.0419,0.041620000000000004,-0.041,0.3588,-228.8260913043478,0.0404
AABA,Altaba Inc.,61389744399.72,Technology,EDP Services,2015,2015-12-31,37.720001,-0.043345717302605495,-0.15008784914867634,0.10063340447285657,0.0425,0.0354,-0.877,0.40900000000000003,-8.129310560344829,0.0758
AABA,Altaba Inc.,61389744399.72,Technology,EDP Services,2014,2014-12-31,39.460001,0.042321336991349844,0.19415008637819625,0.1502663644614284,0.0302,0.02918,1.629,0.6234,5.185282654402102,-0.0133
AABA,Altaba Inc.,61389744399.72,Technology,EDP Services,2013,2013-12-31,37.790001,0.29319927776662397,0.10449640605529262,0.12100933499047198,0.0849,0.024460000000000003,0.292,0.3162,29.069231538461533,-0.0614
AABA,Altaba Inc.,61389744399.72,Technology,EDP Services,2012,2012-12-31,26.67,0.4150731158605175,0.27097697833820966,0.10755691467337238,0.0086,0.00884,0.791,0.26940000000000003,8.057401812688822,5e-4
AABA,Altaba Inc.,61389744399.72,Technology,EDP Services,2011,2011-12-31,15.6,-0.019230769230769277,0.08363140074126069,0.06677107173985528,0.0108,0.023440000000000003,0.21,0.1296,19.024390243902438,-0.2119
AMZN,"Amazon.com, Inc.",568194756429.5,Consumer Services,Catalog/Specialty Distribution,2016,2016-12-31,961.349976,0.24286158197189156,0.12294529427015816,0.03367840875127319,0.399,0.49742000000000003,0.017,0.0046,191.88622275449103,0.2708
AMZN,"Amazon.com, Inc.",568194756429.5,Consumer Services,Catalog/Specialty Distribution,2015,2015-12-31,727.650024,0.39566412973828197,0.04453078302450687,0.025358526125164725,0.6147,0.4242,0.006,0.0038,568.47658125,0.2025
AMZN,"Amazon.com, Inc.",568194756429.5,Consumer Services,Catalog/Specialty Distribution,2014,2014-12-31,438.9750065,0.2563927361089976,-0.022437389442323805,0.05001880308669692,0.7695,0.30125999999999997,-0.003,0.0094,-844.1827048076923,0.1952
AMZN,"Amazon.com, Inc.",568194756429.5,Consumer Services,Catalog/Specialty Distribution,2013,2013-12-31,326.7700045,0.13722188659455117,0.02811409809152473,0.08882243087053927,0.3274,0.14736,0.004,0.0174,544.6166741666667,0.2187
AMZN,"Amazon.com, Inc.",568194756429.5,Consumer Services,Catalog/Specialty Distribution,2012,2012-12-31,281.6699985,0.20458337880099076,-0.0047607421875,0.1314780543660068,0.3765,0.1125,-0.001,0.0234,-3129.66665,0.2707
AMZN,"Amazon.com, Inc.",568194756429.5,Consumer Services,Catalog/Specialty Distribution,2011,2011-12-31,224.029999,0.13549526240010387,0.08134588113961583,0.21196236654619682,0.0329,0.25423999999999997,0.013,0.03,161.17266115107915,0.4056
AAL,"American Airlines Group, Inc.",24432162667.38,Transportation,Air Freight/Delivery Services,2016,2016-12-31,46.672009,0.1908811874800591,0.707001321003963,0.8779893255345339,6.4317,2.32572,0.067,0.0354,9.623094639175259,-0.0198
AAL,"American Airlines Group, Inc.",24432162667.38,Transportation,Air Freight/Delivery Services,2015,2015-12-31,37.778038,-0.13360843408543335,1.3504880212954746,0.7922493060250646,3.6488,0.8081799999999998,0.186,0.005399999999999999,3.3167724319578578,-0.0389
AAL,"American Airlines Group, Inc.",24432162667.38,Transportation,Air Freight/Delivery Services,2014,2014-12-31,42.8723985,0.13715347649607246,1.426026719445819,0.5460300287621674,8.7679,-0.4861400000000002,0.068,-0.036000000000000004,10.664775746268658,0.5948
AAL,"American Airlines Group, Inc.",24432162667.38,Transportation,Air Freight/Delivery Services,2013,2013-12-31,36.985856999999996,0.5503203427191101,0.6715488831929696,0.344974871172803,-6.1512,-2.91022,-0.069,-0.0644,-5.655329816513761,0.076
AAL,"American Airlines Group, Inc.",24432162667.38,Transportation,Air Freight/Delivery Services,2012,2012-12-31,16.554407,0.35670462252136254,0.23488168273444346,0.3549921814166622,-1.0686,-2.4266199999999998,-0.075,-0.0684,-2.2013839095744685,0.0365
AAL,"American Airlines Group, Inc.",24432162667.38,Transportation,Air Freight/Delivery Services,2011,2011-12-31,10.639702,0.26727280519698765,0.2783012234566165,0.3423402709141845,-1.156,-1.3741999999999999,-0.083,-0.0494,-0.6721226784586228,0.0816
AMGN,Amgen Inc.,128515208198,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2016,2016-12-31,169.04657,0.12961496645569326,0.25847698744769876,0.23271490437556072,1.158,1.2629,0.336,0.2874,16.380481589147287,0.0614
AMGN,Amgen Inc.,128515208198,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,2015-12-31,147.145126,-0.008778010764692248,0.247088986219421,0.21972884526428574,1.1191,1.25652,0.32,0.2674,16.081434535519126,0.0797
AMGN,Amgen Inc.,128515208198,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,2014-12-31,148.3990785,0.2346690885954525,0.20009310264566685,0.20895956121786227,1.1915,1.14432,0.257,0.2648,21.823393897058825,0.0743
AMGN,Amgen Inc.,128515208198,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,2013-12-31,113.516266,0.1545101694941234,0.22995112237509052,0.20957269610409043,1.454,0.99956,0.272,0.2764,16.81722459259259,0.0817
AMGN,Amgen Inc.,128515208198,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2012,2012-12-31,95.9141275,0.3207176388066504,0.22796432318992654,0.20238544026685065,1.3919,0.79832,0.252,0.276,17.096992424242423,0.108
AMGN,Amgen Inc.,128515208198,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2011,2011-12-31,64.784584,0.24440525079237985,0.19354669189132376,0.19124330034765208,1.1261,0.6450400000000001,0.236,0.2672,15.917588206388205,0.0351
ADI,"Analog Devices, Inc.",31957036461.72,Technology,Semiconductors,2017,2017-10-28,90.790001,0.13274356060421236,0.07156976206362421,0.13002310027115405,0.7726,0.32936,0.142,0.2146,43.44019186602871,0.4928
ADI,"Analog Devices, Inc.",31957036461.72,Technology,Semiconductors,2016,2016-10-29,78.738213,0.28281962025224017,0.16680753396786213,0.1469782893657999,0.3353,0.21428,0.252,0.2344,28.22158172043011,-0.004
ADI,"Analog Devices, Inc.",31957036461.72,Technology,Semiconductors,2015,2015-10-31,56.459904,0.024906453967757376,0.1373711082624559,0.1593242721128914,0.1715,0.19392,0.203,0.242,25.318342600896862,0.1991
ADI,"Analog Devices, Inc.",31957036461.72,Technology,Semiconductors,2014,2014-11-01,55.053688,0.15964959513702334,0.13226852115546006,0.17635923674156198,0.1834,0.18466,0.22,0.253,27.389894527363186,0.0877
ADI,"Analog Devices, Inc.",31957036461.72,Technology,Semiconductors,2013,2013-11-02,46.264389,0.12467641148357114,0.14209857590636799,0.16949884235500662,0.184,0.178,0.256,0.2336,21.125291780821918,-0.025
ADI,"Analog Devices, Inc.",31957036461.72,Technology,Semiconductors,2012,2012-11-03,40.496311,0.18212174931193098,0.15634570753685337,0.20605421459191856,0.1972,0.1412,0.241,0.2432,18.57628944954128,-0.0976
ANSS,"ANSYS, Inc.",12561895818.19,Technology,Computer Software: Prepackaged Software,2016,2016-12-31,122.050003,0.262638289324745,0.1202840964406438,0.11398500760534233,0,0.0054800000000000005,0.269,0.2698,40.01639442622951,0.0485
ANSS,"ANSYS, Inc.",12561895818.19,Technology,Computer Software: Prepackaged Software,2015,2015-12-31,90,-0.0011110944444444233,0.11507377552317757,0.11052411655321377,0,0.02002,0.268,0.2682,31.914893617021278,0.0072
ANSS,"ANSYS, Inc.",12561895818.19,Technology,Computer Software: Prepackaged Software,2014,2014-12-31,90.05999750000001,0.13918499164959458,0.11485451415805449,0.10752754529893994,0,0.04088,0.272,0.2674,32.5126344765343,0.0868
ANSS,"ANSYS, Inc.",12561895818.19,Technology,Computer Software: Prepackaged Software,2013,2013-12-31,77.5249975,-0.023089391263766162,0.11484023843695904,0.10229064387366488,0,0.07522,0.285,0.258,29.25471603773585,0.0792
ANSS,"ANSYS, Inc.",12561895818.19,Technology,Computer Software: Prepackaged Software,2012,2012-12-31,79.27000050000001,0.1778100342007694,0.10487241346787672,0.09820349810604813,0.0274,0.12246,0.255,0.24760000000000001,36.03181840909091,0.1541
ANSS,"ANSYS, Inc.",12561895818.19,Technology,Computer Software: Prepackaged Software,2011,2011-12-31,65.139999,0.17462388969333573,0.10297964118000107,0.10292792840509611,0.0727,0.13574,0.261,0.2394,33.23469336734694,0.1917
AAPL,Apple Inc.,893216258640,Technology,Computer Manufacturing,2017,2017-09-30,159.307312,0.12018556310836497,0.3607018433832909,0.3636538677589922,0.863,0.50686,0.211,0.2168,17.1852548004315,0.063
AAPL,Apple Inc.,893216258640,Technology,Computer Manufacturing,2016,2016-09-24,139.41954,0.26505833400397116,0.3562366958026963,0.3621217386559742,0.6786,0.33426,0.212,0.228,16.696950898203596,-0.0773
AAPL,Apple Inc.,893216258640,Technology,Computer Manufacturing,2015,2015-09-26,102.411987,-0.10364347290713147,0.44735453060198566,0.35854261068123405,0.539,0.19854000000000002,0.228,0.2334,11.035774461206897,0.2786
AAPL,Apple Inc.,893216258640,Technology,Computer Manufacturing,2014,2014-09-27,113.026321,0.3483944770705224,0.3542004715501089,0.3277145452630612,0.3164,0.09074,0.216,0.2308,17.415457781201848,0.0695
AAPL,Apple Inc.,893216258640,Technology,Computer Manufacturing,2013,2013-09-28,73.648575,0.18632310265337781,0.29977579745687943,0.3089288125206753,0.1373,0.027460000000000002,0.217,0.226,12.875625,0.092
AAPL,Apple Inc.,893216258640,Technology,Computer Manufacturing,2012,2012-09-29,59.926144,-0.20957180225045005,0.35304119786820065,0.30385996060430953,0,0,0.267,0.2152,9.392812539184954,0.4458
AMAT,"Applied Materials, Inc.",56033235649.1,Technology,Semiconductors,2016,2016-10-30,41.144524,0.49833438345282594,0.23846473603990578,0.12135413670728647,0.433,0.36412,0.159,0.0934,26.37469487179487,0.1207
AMAT,"Applied Materials, Inc.",56033235649.1,Technology,Semiconductors,2015,2015-10-25,20.523178,0.044026417351152966,0.18087481938788913,0.11743391677203259,0.5966,0.32178,0.143,0.0982,18.162104424778764,0.0647
AMAT,"Applied Materials, Inc.",56033235649.1,Technology,Semiconductors,2014,2014-10-26,19.619616,0.057384048699016296,0.1362480935434672,0.10615279578192822,0.2475,0.2079,0.118,0.0892,22.295018181818183,0.2082
AMAT,"Applied Materials, Inc.",56033235649.1,Technology,Semiconductors,2013,2013-10-27,18.493763,0.2790212029861095,0.03611738148984198,0.07030509808141452,0.2745,0.1641,0.034,0.0534,88.06553809523811,-0.1388
AMAT,"Applied Materials, Inc.",56033235649.1,Technology,Semiconductors,2012,2012-10-28,13.333611,0.22906157979260075,0.015065653075328266,0.08853535990200499,0.269,0.11456000000000001,0.013,0.0702,148.15123333333332,-0.171
ACGL,Arch Capital Group Ltd.,12041718948.24,Finance,Property-Casualty Insurers,2016,2016-12-31,95.370003,0.24824371139004792,0.0760784715117293,0.10307215363050833,0.2733,0.16613999999999998,0.149,0.1678,17.340000545454544,0.1339
ACGL,Arch Capital Group Ltd.,12041718948.24,Finance,Property-Casualty Insurers,2015,2015-12-31,71.690002,0.060120022035987736,0.07787240457539368,0.10685279954393424,0.1914,0.14242,0.131,0.1648,16.90801933962264,-0.0131
ACGL,Arch Capital Group Ltd.,12041718948.24,Finance,Property-Casualty Insurers,2014,2014-12-31,67.2700005,0.15891185402919683,0.12093619286130694,0.12862249943263518,0.1292,0.1363,0.204,0.189,10.832528260869564,0.1312
ACGL,Arch Capital Group Ltd.,12041718948.24,Finance,Property-Casualty Insurers,2013,2013-12-31,56.58,0.058766330858960734,0.12567180215798293,0.1450031169367627,0.1594,0.13902,0.195,0.1968,10.79770992366412,0.0126
ACGL,Arch Capital Group Ltd.,12041718948.24,Finance,Property-Casualty Insurers,2012,2012-12-31,53.2300015,0.26498217363379184,0.11480189704612877,0.13682005079450493,0.0774,0.13044,0.16,0.1756,12.826506385542167,0.1368
ACGL,Arch Capital Group Ltd.,12041718948.24,Finance,Property-Casualty Insurers,2011,2011-12-31,39.110001,0.15366921110536402,0.09498170107885892,0.15637618169758072,0.1547,0.12982,0.134,0.1918,12.616129354838709,-0.0557
ASML,ASML Holding N.V.,12318362465.2,Technology,Industrial Machinery/Components,2016,2016-12-31,134,0.2605135335820896,0.14988003133451858,0.18061704665126924,0.338,0.19364,0.217,0.21559999999999999,36.791960682024104,0.0477
ASML,ASML Holding N.V.,12318362465.2,Technology,Industrial Machinery/Components,2015,2015-12-31,99.086235,0.01701502736479989,0.16535963115719549,0.23582654602668035,0.1347,0.1688,0.221,0.2242,28.341123219495454,-0.0371
ASML,ASML Holding N.V.,12318362465.2,Technology,Industrial Machinery/Components,2014,2014-12-31,97.46774300000001,0.08995301142861194,0.15928461422758358,0.2764282960671306,0.1536,0.19306,0.204,0.2254,29.382534366333054,-0.0173
ASML,ASML Holding N.V.,12318362465.2,Technology,Industrial Machinery/Components,2013,2013-12-31,88.700226,0.10979075182965155,0.14669566035148943,0.22756351642005082,0.1552,0.2412,0.194,0.1656,27.324325673094695,0.1559
ASML,ASML Holding N.V.,12318362465.2,Technology,Industrial Machinery/Components,2012,2012-12-31,78.75501249999999,0.507748627428635,0.28186529618555917,0.23064343352037242,0.1867,0.27524,0.242,0.1486,22.109773301516,-0.1472
ASML,ASML Holding N.V.,12318362465.2,Technology,Industrial Machinery/Components,2011,2011-12-31,38.732265,0.23981139497005916,0.42592752821157404,0.24523807186613156,0.2138,0.30158,0.26,0.1358,8.667069077401598,0.2146
ADSK,"Autodesk, Inc.",23876923504.8,Technology,Computer Software: Prepackaged Software,2017,2017-01-31,107.625,0.4418583042973287,-0.7934841875681571,-0.14768608549519413,2.032,0.79608,-0.287,-0.03559999999999999,-41.235632183908045,-0.1889
ADSK,"Autodesk, Inc.",23876923504.8,Technology,Computer Software: Prepackaged Software,2016,2016-01-31,60.030001,0.07996003531634127,-0.2040627315386515,0.041315069826074455,0.9186,0.38967999999999997,-0.132,0.0476,-41.11643904109589,-0.0032
ADSK,"Autodesk, Inc.",23876923504.8,Technology,Computer Software: Prepackaged Software,2015,2015-01-31,55.23,0.014122741263805841,0.03686012977649603,0.1084744750165488,0.3349,0.20596,0.033,0.0958,153.41666666666666,0.1048
ADSK,"Autodesk, Inc.",23876923504.8,Technology,Computer Software: Prepackaged Software,2014,2014-01-31,54.4400005,0.28012490558298214,0.10117178863586115,0.10897486168425605,0.33,0.13898,0.101,0.096,53.37254950980392,-0.0166
ADSK,"Autodesk, Inc.",23876923504.8,Technology,Computer Software: Prepackaged Software,2013,2013-01-31,39.0650005,0.11660060006910773,0.12108457321848082,0.11675606815941844,0.3649,0.08092,0.107,0.0916,35.83944999999999,0.0436
ADSK,"Autodesk, Inc.",23876923504.8,Technology,Computer Software: Prepackaged Software,2012,2012-01-31,34.509998,-0.03607658858745796,0.15152158903818577,0.15043431808297136,0,0.00794,0.129,0.10300000000000001,27.607998400000003,0.1352
ADP,"Automatic Data Processing, Inc.",52416051188.7,Technology,EDP Services,2017,2017-06-30,109.019997,0.11625911620599298,0.4358561729947196,0.30506605319555224,0.5035,0.2646,0.14,0.1396,28.170541860465118,0.061
ADP,"Automatic Data Processing, Inc.",52416051188.7,Technology,EDP Services,2016,2016-06-30,96.234276,0.14541980863450346,0.333028382720457,0.26331516534178334,0.448,0.16444,0.128,0.1378,29.42944220183486,0.0667
ADP,"Automatic Data Processing, Inc.",52416051188.7,Technology,EDP Services,2015,2015-06-30,82.239906,0.03863929513732673,0.30206925236560256,0.23844381596393713,0.0019,0.07598,0.133,0.1378,26.788242996742675,0.0696
ADP,"Automatic Data Processing, Inc.",52416051188.7,Technology,EDP Services,2014,2014-06-30,79.062214,0.2210833357133156,0.22726454978861205,0.22225052071175513,0.3275,0.07706,0.148,0.1384,24.940761514195582,0.0831
ADP,"Automatic Data Processing, Inc.",52416051188.7,Technology,EDP Services,2013,2013-06-30,61.554756,0.2512633304890364,0.2271119081083701,0.22687088321486013,0.0421,0.0406,0.149,0.139,21.15283711340206,-0.1089
ADP,"Automatic Data Processing, Inc.",52416051188.7,Technology,EDP Services,2012,2012-06-30,46.088303,0.12162686918630972,0.22710173372587505,0.2300292532837035,0.0027,0.0347,0.131,0.1374,16.17133438596491,0.0775
BIDU,"Baidu, Inc.",64328423608.8,Technology,"Computer Software: Programming, Data Processing",2016,2016-12-31,186.050003,0.08099977026068633,0.12606288593538795,0.2959603970701271,0.4797,0.4679,0.165,0.348,40.442136118598384,-0.0067
BIDU,"Baidu, Inc.",64328423608.8,Technology,"Computer Software: Programming, Data Processing",2015,2015-12-31,171.039993,-0.17101268239644984,0.4194616521951871,0.3575743997122882,0.437,0.40462,0.507,0.4066,11.63023105429572,0.2914
BIDU,"Baidu, Inc.",64328423608.8,Technology,"Computer Software: Programming, Data Processing",2014,2014-12-31,200.38000499999998,0.07410918319919181,0.2583964293529474,0.35755880276210833,0.5049,0.31926,0.269,0.3942,33.10643442487526,0.5038
BIDU,"Baidu, Inc.",64328423608.8,Technology,"Computer Software: Programming, Data Processing",2013,2013-12-31,184.95000449999998,0.41194917624346417,0.2745785384300753,0.3683694155913423,0.4596,0.21828,0.33,0.4072,37.3101217445684,0.4722
BIDU,"Baidu, Inc.",64328423608.8,Technology,"Computer Software: Programming, Data Processing",2012,2012-12-31,108.57,-0.094869696969697,0.4013024794370379,0.3813217789768484,0.4583,0.12636,0.469,0.4068,22.674017918676775,0.555
BIDU,"Baidu, Inc.",64328423608.8,Technology,"Computer Software: Programming, Data Processing",2011,2011-12-31,119.120003,-0.10195597879560153,0.4341328991461933,0.36329307416992246,0.1633,0.0347,0.458,0.3852,39.460695994964716,0.9181
BIIB,Biogen Inc.,69351746391.84,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2016,2016-12-31,283.149994,0.009800438138098609,0.3050057248292848,0.2738461839196964,0.5368,0.30402,0.323,0.2948,16.695164740566035,0.0636
BIIB,Biogen Inc.,69351746391.84,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,2015-12-31,280.570007,-0.26738420938913837,0.3784354728576306,0.2512678291527018,0.6963,0.22978,0.33,0.2792,18.242523211963587,0.1093
BIIB,Biogen Inc.,69351746391.84,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,2014-12-31,355.5899965,0.10211197828226856,0.2715144786751781,0.21283717421081752,0.054,0.13512,0.302,0.2558,28.63043450080515,0.3997
BIIB,Biogen Inc.,69351746391.84,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,2013-12-31,319.1849975,0.3154753286924145,0.21603801842222062,0.18972056223556447,0.0691,0.15968,0.269,0.2398,40.60877830788804,0.2566
BIIB,Biogen Inc.,69351746391.84,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2012,2012-12-31,218.100006,0.3610500129926636,0.1982372248141678,0.1734904233927356,0.1639,0.1842,0.25,0.2242,37.60344931034483,0.0927
BIIB,Biogen Inc.,69351746391.84,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2011,2011-12-31,139.229996,0.318645405261665,0.1921139509943119,0.15690542811861577,0.1656,0.2079,0.245,0.2144,27.35363379174853,0.0704
BMRN,BioMarin Pharmaceutical Inc.,16336291186.54,Health Care,Major Pharmaceuticals,2016,2016-12-31,89.699997,0.04520620552529101,-0.22781899847267534,-0.1262271730898535,0.247,0.35506,-0.564,-0.2972,-23.60526236842105,0.255
BMRN,BioMarin Pharmaceutical Inc.,16336291186.54,Health Care,Major Pharmaceuticals,2015,2015-12-31,85.660004,-0.3708848355879134,-0.07155766277484571,-0.0945916158847887,0.2759,0.39578,-0.193,-0.2088,-80.0560785046729,0.1877
BMRN,BioMarin Pharmaceutical Inc.,16336291186.54,Health Care,Major Pharmaceuticals,2014,2014-12-31,117.4300005,0.411181131690449,-0.08768212978125446,-0.022889496692115083,0.4208,0.44586,-0.179,-0.06079999999999999,-127.64130489130434,0.3661
BMRN,BioMarin Pharmaceutical Inc.,16336291186.54,Health Care,Major Pharmaceuticals,2013,2013-12-31,69.14500000000001,0.07802444139127933,-0.13150455504343267,-0.005656002281404796,0.4888,0.67026,-0.322,-0.025399999999999995,-54.01953125000001,0.0954
BMRN,BioMarin Pharmaceutical Inc.,16336291186.54,Health Care,Major Pharmaceuticals,2012,2012-12-31,63.68,0.40381594692211054,-0.11257251937705941,0.04293170731768564,0.3428,0.93182,-0.228,0.059800000000000006,-67.03157894736843,0.1345
BMRN,BioMarin Pharmaceutical Inc.,16336291186.54,Health Care,Major Pharmaceuticals,2011,2011-12-31,37.950001,0.28155470931344634,-0.06964121244735126,0.04860997114110686,0.4506,1.39316,-0.122,0.07940000000000001,-79.06250208333334,0.173
AVGO,Broadcom Limited,108412353738.42,Technology,Semiconductors,2016,2016-10-30,223.213135,0.33351890783667365,-0.07949350886816603,0.14299282062636792,0.6236,0.62898,-0.131,0.1176,-46.99223894736842,0.9402
AVGO,Broadcom Limited,108412353738.42,Technology,Semiconductors,2015,2015-11-01,148.9624405,0.19902334709667976,0.28935086974968177,0.21392641771405896,0.8214,0.50486,0.2,0.191,28.81285116054159,0.5985
AVGO,Broadcom Limited,108412353738.42,Technology,Semiconductors,2014,2014-11-02,119.315437,0.468080488193661,0.0810977489978415,0.21120574542525217,1.6987,0.37194,0.062,0.1906,113.63374952380953,0.694
AVGO,Broadcom Limited,108412353738.42,Technology,Semiconductors,2013,2013-11-03,63.466209,0.48127327094643385,0.19126819126819128,0.1865246571641454,0,0.1474,0.219,0.1722,28.46018340807175,0.066
AVGO,Broadcom Limited,108412353738.42,Technology,Semiconductors,2012,2012-10-28,32.775295,0.04144975659257986,0.23274080198429103,0.16955307019255841,0.0012,0.32946,0.238,0.1382,14.250128260869566,0.012
CHRW,"C.H. Robinson Worldwide, Inc.",12018130740.58,Transportation,Oil Refining/Marketing,2016,2016-12-31,72.790001,0.04906914343908323,0.4081450287674097,0.42360106100426287,1.051,0.86016,0.039,0.039,20.219444722222224,-0.0246
CHRW,"C.H. Robinson Worldwide, Inc.",12018130740.58,Transportation,Oil Refining/Marketing,2015,2015-12-31,69.198975,0.05665692302523274,0.4430431570255118,0.4111143842059694,0.9008,0.6599,0.038,0.0396,19.65879971590909,4e-4
CHRW,"C.H. Robinson Worldwide, Inc.",12018130740.58,Transportation,Oil Refining/Marketing,2014,2014-12-31,65.316429,0.0960272261669418,0.42951724664880636,0.38679215522996574,1.1305,0.48964,0.033,0.0404,21.34523823529412,0.0563
CHRW,"C.H. Robinson Worldwide, Inc.",12018130740.58,Transportation,Oil Refining/Marketing,2013,2013-12-31,59.021136999999996,0.10330824362126399,0.4425810131485415,0.36771526391483544,1.0047,0.27784,0.033,0.0434,22.27212716981132,0.1226
CHRW,"C.H. Robinson Worldwide, Inc.",12018130740.58,Transportation,Oil Refining/Marketing,2012,2012-12-31,52.923767,-0.010896418238709224,0.39471885943104495,0.3440780691796667,0.2138,0.092,0.052,0.045200000000000004,14.381458423913042,0.0989
